P&ID_number,Type,Symbol_XX,Symbol_YY,Q_id,Question,GT,Cypher
3,Spatial-Count,18,14,9,Can you tell me how many symbols of class 18 are directly connected to symbols of class 14?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 18 
RETURN COUNT(s1)"
3,Spatial-Count,27,12,16,What is the count of 27 symbols directly linked to 12?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 27 
RETURN COUNT(s1)"
3,Spatial-Count,30,15,5,Count the symbols of class 30 that are directly connected to symbols of class 15,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 30 
RETURN COUNT(s1)"
3,Spatial-Count,27,31,12,Count the number of 27 symbols that are directly connected to 31 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 27 
RETURN COUNT(s1)"
3,Spatial-Count,22,19,14,How many symbols fall under class 22 and are directly connected to symbols under class 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 22 
RETURN COUNT(s1)"
3,Spatial-Count,23,6,3,What is the count of symbols with class 23 that have direct connections to symbols with class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 23 
RETURN COUNT(s1)"
3,Spatial-Count,3,23,8,Count the symbols with class 3 that are directly linked to symbols with class 23,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 3 
RETURN COUNT(s1)"
3,Spatial-Count,17,25,13,What is the number of  17 and 25 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 17 
RETURN COUNT(s1)"
3,Spatial-Count,3,26,11,How many symbols of 3 have direct connections to symbols of 26?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 3 
RETURN COUNT(s1)"
3,Spatial-Count,3,26,7,How many symbols from class 3 are directly connected to symbols from class 26?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 3 
RETURN COUNT(s1)"
3,Spatial-Count,10,25,2,Can you count the symbols belonging to class 10 that are directly connected to symbols of class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 10 
RETURN COUNT(s1)"
3,Spatial-Count,10,3,3,What is the count of symbols with class 10 that have direct connections to symbols with class 3?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 10 
RETURN COUNT(s1)"
3,Spatial-Count,9,1,2,Can you count the symbols belonging to class 9 that are directly connected to symbols of class 1?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 9 
RETURN COUNT(s1)"
3,Spatial-Count,4,5,2,Can you count the symbols belonging to class 4 that are directly connected to symbols of class 5?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 4 
RETURN COUNT(s1)"
4,Spatial-Count,9,13,8,Count the symbols with class 9 that are directly linked to symbols with class 13,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 9 
RETURN COUNT(s1)"
4,Spatial-Count,19,13,1,How many symbols with class 19 are linked directly to symbols with class 13?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 19 
RETURN COUNT(s1)"
4,Spatial-Count,25,32,10,What is the total count of symbols classified as 25 are directly connected to symbols of 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 25 
RETURN COUNT(s1)"
4,Spatial-Count,8,12,14,How many symbols fall under class 8 and are directly connected to symbols under class 12?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 8 
RETURN COUNT(s1)"
4,Spatial-Count,21,30,3,What is the count of symbols with class 21 that have direct connections to symbols with class 30?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 21 
RETURN COUNT(s1)"
4,Spatial-Count,30,21,15,Count the symbols categorized as class 30 that have direct connections to symbols categorized as class 21,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 30 
RETURN COUNT(s1)"
4,Spatial-Count,20,6,12,Count the number of 20 symbols that are directly connected to 6 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 20 
RETURN COUNT(s1)"
4,Spatial-Count,23,29,13,What is the number of  23 and 29 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 23 
RETURN COUNT(s1)"
4,Spatial-Count,11,14,16,What is the count of 11 symbols directly linked to 14?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 11 
RETURN COUNT(s1)"
4,Spatial-Count,21,18,1,How many symbols with class 21 are linked directly to symbols with class 18?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 21 
RETURN COUNT(s1)"
4,Spatial-Count,6,7,7,How many symbols from class 6 are directly connected to symbols from class 7?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 6 
RETURN COUNT(s1)"
4,Spatial-Count,6,5,15,Count the symbols categorized as class 6 that have direct connections to symbols categorized as class 5,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 6 
RETURN COUNT(s1)"
4,Spatial-Count,23,25,15,Count the symbols categorized as class 23 that have direct connections to symbols categorized as class 25,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 23 
RETURN COUNT(s1)"
4,Spatial-Count,23,29,19,Can you tell me how many symbols of class 23 have direct connections to symbols of class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 23 
RETURN COUNT(s1)"
4,Spatial-Count,29,23,14,How many symbols fall under class 29 and are directly connected to symbols under class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 29 
RETURN COUNT(s1)"
4,Spatial-Count,21,5,4,How many symbols categorized as class 21 are directly linked to symbols categorized as class 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 21 
RETURN COUNT(s1)"
4,Spatial-Count,1,25,1,How many symbols with class 1 are linked directly to symbols with class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 1 
RETURN COUNT(s1)"
4,Spatial-Count,5,25,1,How many symbols with class 5 are linked directly to symbols with class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 5 
RETURN COUNT(s1)"
4,Spatial-Count,3,6,3,What is the count of symbols with class 3 that have direct connections to symbols with class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 3 
RETURN COUNT(s1)"
4,Spatial-Count,22,1,20,What is the total count of symbols with class 22 that are directly connected to symbols with class 1?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 22 
RETURN COUNT(s1)"
4,Spatial-Count,32,4,19,Can you tell me how many symbols of class 32 have direct connections to symbols of class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 32 
RETURN COUNT(s1)"
4,Spatial-Count,23,18,13,What is the number of  23 and 18 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 23 
RETURN COUNT(s1)"
4,Spatial-Count,22,20,1,How many symbols with class 22 are linked directly to symbols with class 20?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 22 
RETURN COUNT(s1)"
4,Spatial-Count,22,14,4,How many symbols categorized as class 22 are directly linked to symbols categorized as class 14?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 22 
RETURN COUNT(s1)"
4,Spatial-Count,14,19,4,How many symbols categorized as class 14 are directly linked to symbols categorized as class 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 14 
RETURN COUNT(s1)"
4,Spatial-Count,16,22,19,Can you tell me how many symbols of class 16 have direct connections to symbols of class 22?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 16 
RETURN COUNT(s1)"
4,Spatial-Count,18,5,4,How many symbols categorized as class 18 are directly linked to symbols categorized as class 5?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 18 
RETURN COUNT(s1)"
4,Spatial-Count,23,30,2,Can you count the symbols belonging to class 23 that are directly connected to symbols of class 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 23 
RETURN COUNT(s1)"
4,Spatial-Count,24,5,10,What is the total count of symbols classified as 24 are directly connected to symbols of 5?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 24 
RETURN COUNT(s1)"
4,Spatial-Count,23,30,14,How many symbols fall under class 23 and are directly connected to symbols under class 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 23 
RETURN COUNT(s1)"
4,Spatial-Count,29,32,9,Can you tell me how many symbols of class 29 are directly connected to symbols of class 32?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 29 
RETURN COUNT(s1)"
4,Spatial-Count,16,17,7,How many symbols from class 16 are directly connected to symbols from class 17?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 16 
RETURN COUNT(s1)"
5,Spatial-Count,29,8,8,Count the symbols with class 29 that are directly linked to symbols with class 8,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 29 
RETURN COUNT(s1)"
5,Spatial-Count,23,13,18,"Count the symbols that are directly linked to symbols of class 13, with 23",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 23 
RETURN COUNT(s1)"
5,Spatial-Count,29,8,9,Can you tell me how many symbols of class 29 are directly connected to symbols of class 8?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 29 
RETURN COUNT(s1)"
5,Spatial-Count,1,9,16,What is the count of 1 symbols directly linked to 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 1 
RETURN COUNT(s1)"
5,Spatial-Count,15,9,3,What is the count of symbols with class 15 that have direct connections to symbols with class 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 15 
RETURN COUNT(s1)"
5,Spatial-Count,13,23,4,How many symbols categorized as class 13 are directly linked to symbols categorized as class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 13 
RETURN COUNT(s1)"
5,Spatial-Count,24,21,4,How many symbols categorized as class 24 are directly linked to symbols categorized as class 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 24 
RETURN COUNT(s1)"
5,Spatial-Count,21,19,11,How many symbols of 21 have direct connections to symbols of 19?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 21 
RETURN COUNT(s1)"
5,Spatial-Count,13,23,2,Can you count the symbols belonging to class 13 that are directly connected to symbols of class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 13 
RETURN COUNT(s1)"
5,Spatial-Count,21,24,20,What is the total count of symbols with class 21 that are directly connected to symbols with class 24?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 21 
RETURN COUNT(s1)"
5,Spatial-Count,28,17,9,Can you tell me how many symbols of class 28 are directly connected to symbols of class 17?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 28 
RETURN COUNT(s1)"
5,Spatial-Count,25,10,18,"Count the symbols that are directly linked to symbols of class 10, with 25",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 25 
RETURN COUNT(s1)"
5,Spatial-Count,15,9,10,What is the total count of symbols classified as 15 are directly connected to symbols of 9?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 15 
RETURN COUNT(s1)"
5,Spatial-Count,10,25,13,What is the number of  10 and 25 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 10 
RETURN COUNT(s1)"
5,Spatial-Count,26,28,19,Can you tell me how many symbols of class 26 have direct connections to symbols of class 28?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 26 
RETURN COUNT(s1)"
5,Spatial-Count,17,28,17,"How many symbols are directly connected to symbols of class 28, given that they belong to class 17?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 17 
RETURN COUNT(s1)"
5,Spatial-Count,13,25,18,"Count the symbols that are directly linked to symbols of class 25, with 13",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 13 
RETURN COUNT(s1)"
5,Spatial-Count,14,14,19,Can you tell me how many symbols of class 14 have direct connections to symbols of class 14?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 14 
RETURN COUNT(s1)"
5,Spatial-Count,28,23,13,What is the number of  28 and 23 symbols' direct connections?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 28 
RETURN COUNT(s1)"
5,Spatial-Count,10,2,11,How many symbols of 10 have direct connections to symbols of 2?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 10 
RETURN COUNT(s1)"
5,Spatial-Count,18,23,4,How many symbols categorized as class 18 are directly linked to symbols categorized as class 23?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 18 
RETURN COUNT(s1)"
5,Spatial-Count,17,11,8,Count the symbols with class 17 that are directly linked to symbols with class 11,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 17 
RETURN COUNT(s1)"
5,Spatial-Count,14,11,9,Can you tell me how many symbols of class 14 are directly connected to symbols of class 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 14 
RETURN COUNT(s1)"
5,Spatial-Count,29,31,19,Can you tell me how many symbols of class 29 have direct connections to symbols of class 31?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 29 
RETURN COUNT(s1)"
5,Spatial-Count,19,7,14,How many symbols fall under class 19 and are directly connected to symbols under class 7?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 19 
RETURN COUNT(s1)"
5,Spatial-Count,32,17,12,Count the number of 32 symbols that are directly connected to 17 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 32 
RETURN COUNT(s1)"
5,Spatial-Count,15,24,1,How many symbols with class 15 are linked directly to symbols with class 24?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 15 
RETURN COUNT(s1)"
5,Spatial-Count,3,15,12,Count the number of 3 symbols that are directly connected to 15 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 3 
RETURN COUNT(s1)"
5,Spatial-Count,27,12,6,What is the number of symbols with class 27 that have direct connections to symbols with class 12?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 27 
RETURN COUNT(s1)"
5,Spatial-Count,2,31,17,"How many symbols are directly connected to symbols of class 31, given that they belong to class 2?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 2 
RETURN COUNT(s1)"
5,Spatial-Count,11,14,14,How many symbols fall under class 11 and are directly connected to symbols under class 14?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 11 
RETURN COUNT(s1)"
5,Spatial-Count,30,1,16,What is the count of 30 symbols directly linked to 1?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 30 
RETURN COUNT(s1)"
6,Spatial-Count,29,27,19,Can you tell me how many symbols of class 29 have direct connections to symbols of class 27?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 29 
RETURN COUNT(s1)"
6,Spatial-Count,5,25,12,Count the number of 5 symbols that are directly connected to 25 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 5 
RETURN COUNT(s1)"
6,Spatial-Count,16,5,2,Can you count the symbols belonging to class 16 that are directly connected to symbols of class 5?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 16 
RETURN COUNT(s1)"
6,Spatial-Count,5,25,18,"Count the symbols that are directly linked to symbols of class 25, with 5",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 5 
RETURN COUNT(s1)"
6,Spatial-Count,17,25,7,How many symbols from class 17 are directly connected to symbols from class 25?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 17 
RETURN COUNT(s1)"
6,Spatial-Count,20,7,18,"Count the symbols that are directly linked to symbols of class 7, with 20",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 20 
RETURN COUNT(s1)"
6,Spatial-Count,7,20,13,What is the number of  7 and 20 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 7 
RETURN COUNT(s1)"
6,Spatial-Count,5,25,14,How many symbols fall under class 5 and are directly connected to symbols under class 25?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 5 
RETURN COUNT(s1)"
6,Spatial-Count,30,27,3,What is the count of symbols with class 30 that have direct connections to symbols with class 27?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 30 
RETURN COUNT(s1)"
6,Spatial-Count,5,25,19,Can you tell me how many symbols of class 5 have direct connections to symbols of class 25?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 5 
RETURN COUNT(s1)"
6,Spatial-Count,20,11,16,What is the count of 20 symbols directly linked to 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 20 
RETURN COUNT(s1)"
6,Spatial-Count,29,31,12,Count the number of 29 symbols that are directly connected to 31 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 29 
RETURN COUNT(s1)"
6,Spatial-Count,12,12,12,Count the number of 12 symbols that are directly connected to 12 symbols,3,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 12 AND s1.class = 12 
RETURN COUNT(s1)"
6,Spatial-Count,5,16,16,What is the count of 5 symbols directly linked to 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 5 
RETURN COUNT(s1)"
6,Spatial-Count,11,6,13,What is the number of  11 and 6 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 11 
RETURN COUNT(s1)"
6,Spatial-Count,20,8,16,What is the count of 20 symbols directly linked to 8?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 20 
RETURN COUNT(s1)"
