P&ID_number,Type,Symbol_Class,Prefix,Q_id,Question,GT,Cypher
3,Value-Based,1,AB,12,Which tags of class 1 starts with AB?,"['AB-74720', 'AB-98071', 'AB-03941', 'AB-02116']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
3,Value-Based,29,DDL,3,Enlist all class 29 symbols tags that start with DDL?,"['DDL 427', 'DDL 635', 'DDL 490', 'DDL 730', 'DDL 356', 'DDL 106']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
3,Value-Based,22,CS,17,Return all tags for symbols of class 22 with tags beginning with CS,"['CS-37', 'CS-74']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
3,Value-Based,31,ZLO,13,Find all tags of 31 symbols that begin with ZLO,"['ZLO 174', 'ZLO 160']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
3,Value-Based,7,MN,17,Return all tags for symbols of class 7 with tags beginning with MN,['MN-82250'],"MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
3,Value-Based,12,WX,19,Give me a list of tags belonging to class 12 symbols that start with WX,"['WX-50993', 'WX-54207', 'WX-97476']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
4,Value-Based,4,GH,2,Provide list of all class 4 symbols tags which begins with GH,"['GH-16553', 'GH-93396', 'GH-76953', 'GH-05433']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
4,Value-Based,16,RV,13,Find all tags of 16 symbols that begin with RV,"['RV-48553', 'RV-07797']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
4,Value-Based,4,GH,6,Give me the class 4 symbols' tags that begin with GH,"['GH-16553', 'GH-93396', 'GH-76953', 'GH-05433']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
4,Value-Based,1,AB,4,List all tag for symbols classified as 1 that have AB in the start,['AB-55692'],"MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
4,Value-Based,31,ZLC,15,List the tags for 31 symbols whose tags start from ZLC,,"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
4,Value-Based,28,SDL,17,Return all tags for symbols of class 28 with tags beginning with SDL,"['SDL 962', 'SDL 478', 'SDL 924']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
4,Value-Based,7,MN,16,Enlist all the tags of class 7 symbols with MN as starting in their tags?,"['MN-71759', 'MN-06476', 'MN-97459', 'MN-49801']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
4,Value-Based,9,QR,7,Fetch all class 9 symbols tags that is prefix with QR,"['QR-73187', 'QR-98823', 'QR-23555', 'QR-13553', 'QR-77671', 'QR-76382']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
4,Value-Based,4,GH,18,Can you list all the tags of class 4 symbols where tags start with GH?,"['GH-16553', 'GH-93396', 'GH-76953', 'GH-05433']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
4,Value-Based,31,ZLC,11,Provide the list of 31 symbols' tags having ZLC in the beginning,,"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
4,Value-Based,23,INS,16,Enlist all the tags of class 23 symbols with INS as starting in their tags?,"['INS ( 22°C )', 'INS ( 15°C )', 'INS ( 34°C )', 'INS ( 34°C )', 'INS ( 18°C )', 'INS ( 11°C )', 'INS ( 31°C )', 'INS ( -22°C )', 'INS ( -12°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
4,Value-Based,12,WX,1,Can you give me a list of class 12 symbols' tags that starts with WX?,"['WX-61390', 'WX-65262', 'WX-31208']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
4,Value-Based,11,UV,11,Provide the list of 11 symbols' tags having UV in the beginning,"['UV-02270', 'UV-64002', 'UV-09914', 'UV-31730', 'UV-86987', 'UV-90512']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
4,Value-Based,1,AB,12,Which tags of class 1 starts with AB?,['AB-55692'],"MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
4,Value-Based,9,QR,14,Can you extract all tags from class 9 symbols having QR in the start?,"['QR-73187', 'QR-98823', 'QR-23555', 'QR-13553', 'QR-77671', 'QR-76382']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
4,Value-Based,12,WX,4,List all tag for symbols classified as 12 that have WX in the start,"['WX-61390', 'WX-65262', 'WX-31208']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
4,Value-Based,5,IJ,18,Can you list all the tags of class 5 symbols where tags start with IJ?,"['IJ-41768', 'IJ-56773', 'IJ-91711', 'IJ-59609']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
4,Value-Based,12,WX,12,Which tags of class 12 starts with WX?,"['WX-61390', 'WX-65262', 'WX-31208']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
4,Value-Based,10,ST,19,Give me a list of tags belonging to class 10 symbols that start with ST,['ST-33376'],"MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
4,Value-Based,6,KL,12,Which tags of class 6 starts with KL?,"['KL-62370', 'KL-79723', 'KL-79433']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
4,Value-Based,12,WX,15,List the tags for 12 symbols whose tags start from WX,"['WX-61390', 'WX-65262', 'WX-31208']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
4,Value-Based,2,CD,5,Enumerate tags for 2 symbols that starts with CD as prefix?,['CD-32985'],"MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
4,Value-Based,27,RO,15,List the tags for 27 symbols whose tags start from RO,"['RO-10 944', 'RO-10 333', 'RO-10 362']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
4,Value-Based,6,KL,7,Fetch all class 6 symbols tags that is prefix with KL,"['KL-62370', 'KL-79723', 'KL-79433']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
4,Value-Based,11,UV,6,Give me the class 11 symbols' tags that begin with UV,"['UV-02270', 'UV-64002', 'UV-09914', 'UV-31730', 'UV-86987', 'UV-90512']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
4,Value-Based,16,RV,18,Can you list all the tags of class 16 symbols where tags start with RV?,"['RV-48553', 'RV-07797']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
4,Value-Based,13,AV,6,Give me the class 13 symbols' tags that begin with AV,"['AV-30739', 'AV-76839', 'AV-74393', 'AV-17684', 'AV-25498', 'AV-56007']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
4,Value-Based,9,QR,2,Provide list of all class 9 symbols tags which begins with QR,"['QR-73187', 'QR-98823', 'QR-23555', 'QR-13553', 'QR-77671', 'QR-76382']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
4,Value-Based,1,AB,9,"Given the start of tag AB, find all the tags of class 1  that satisifies the condition",['AB-55692'],"MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
4,Value-Based,10,ST,2,Provide list of all class 10 symbols tags which begins with ST,['ST-33376'],"MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
4,Value-Based,26,GLR,17,Return all tags for symbols of class 26 with tags beginning with GLR,['GLR 926'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
4,Value-Based,10,ST,7,Fetch all class 10 symbols tags that is prefix with ST,['ST-33376'],"MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
5,Value-Based,8,OP,7,Fetch all class 8 symbols tags that is prefix with OP,"['OP-35368', 'OP-84542']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
5,Value-Based,16,RV,4,List all tag for symbols classified as 16 that have RV in the start,"['RV-32223', 'RV-39492', 'RV-06870']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
5,Value-Based,28,SDL,5,Enumerate tags for 28 symbols that starts with SDL as prefix?,"['SDL 123', 'SDL 521']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
5,Value-Based,3,EF,2,Provide list of all class 3 symbols tags which begins with EF,['EF-38055'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
5,Value-Based,9,QR,17,Return all tags for symbols of class 9 with tags beginning with QR,"['QR-32425', 'QR-51481', 'QR-35770', 'QR-42291', 'QR-51317']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
5,Value-Based,29,DDL,10,Can you return a list of class 29 symbols tags beginning with DDL?,"['DDL 409', 'DDL 328', 'DDL 297']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
5,Value-Based,22,CS,3,Enlist all class 22 symbols tags that start with CS?,['CS-93'],"MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
5,Value-Based,31,ZLC,7,Fetch all class 31 symbols tags that is prefix with ZLC,,"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLC 
RETURN s.tag"
5,Value-Based,8,OP,6,Give me the class 8 symbols' tags that begin with OP,"['OP-35368', 'OP-84542']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
5,Value-Based,4,GH,11,Provide the list of 4 symbols' tags having GH in the beginning,"['GH-19671', 'GH-98925']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
5,Value-Based,7,MN,14,Can you extract all tags from class 7 symbols having MN in the start?,"['MN-23644', 'MN-18129']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
5,Value-Based,22,CS,11,Provide the list of 22 symbols' tags having CS in the beginning,['CS-93'],"MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
5,Value-Based,13,AV,20,Enlist all class 13 symbols where the tag prefix matches AV,"['AV-03904', 'AV-86078', 'AV-26823', 'AV-43557', 'AV-31184']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
5,Value-Based,7,MN,16,Enlist all the tags of class 7 symbols with MN as starting in their tags?,"['MN-23644', 'MN-18129']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
5,Value-Based,27,RO,14,Can you extract all tags from class 27 symbols having RO in the start?,"['RO-10 868', 'RO-10 315', 'RO-10 263', 'RO-10 208', 'RO-10 954']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
5,Value-Based,2,CD,18,Can you list all the tags of class 2 symbols where tags start with CD?,"['CD-99965', 'CD-77633']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
5,Value-Based,4,GH,19,Give me a list of tags belonging to class 4 symbols that start with GH,"['GH-19671', 'GH-98925']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
5,Value-Based,26,GI,7,Fetch all class 26 symbols tags that is prefix with GI,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
5,Value-Based,26,GRP,15,List the tags for 26 symbols whose tags start from GRP,['GRP 237'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRP 
RETURN s.tag"
5,Value-Based,31,ZLO,14,Can you extract all tags from class 31 symbols having ZLO in the start?,"['ZLO 986', 'ZLO 627']","MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
5,Value-Based,30,STA,4,List all tag for symbols classified as 30 that have STA in the start,"['STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
5,Value-Based,5,IJ,5,Enumerate tags for 5 symbols that starts with IJ as prefix?,['IJ-74522'],"MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
5,Value-Based,2,CD,1,Can you give me a list of class 2 symbols' tags that starts with CD?,"['CD-99965', 'CD-77633']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
5,Value-Based,29,DDL,8,What are the class 29 symbols with tags starting from DDL?,"['DDL 409', 'DDL 328', 'DDL 297']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
5,Value-Based,8,OP,13,Find all tags of 8 symbols that begin with OP,"['OP-35368', 'OP-84542']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
5,Value-Based,5,IJ,20,Enlist all class 5 symbols where the tag prefix matches IJ,['IJ-74522'],"MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
5,Value-Based,3,EF,9,"Given the start of tag EF, find all the tags of class 3  that satisifies the condition",['EF-38055'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
5,Value-Based,3,EF,4,List all tag for symbols classified as 3 that have EF in the start,['EF-38055'],"MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
5,Value-Based,15,DV,7,Fetch all class 15 symbols tags that is prefix with DV,"['DV-32237', 'DV-53662', 'DV-76442', 'DV-60523']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
5,Value-Based,9,QR,17,Return all tags for symbols of class 9 with tags beginning with QR,"['QR-32425', 'QR-51481', 'QR-35770', 'QR-42291', 'QR-51317']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
5,Value-Based,10,ST,9,"Given the start of tag ST, find all the tags of class 10  that satisifies the condition","['ST-61553', 'ST-97888', 'ST-99574']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
5,Value-Based,10,ST,5,Enumerate tags for 10 symbols that starts with ST as prefix?,"['ST-61553', 'ST-97888', 'ST-99574']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
6,Value-Based,2,CD,4,List all tag for symbols classified as 2 that have CD in the start,"['CD-77464', 'CD-98796', 'CD-64169', 'CD-59140', 'CD-91643']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
6,Value-Based,11,UV,12,Which tags of class 11 starts with UV?,"['UV-69571', 'UV-02717', 'UV-55934', 'UV-68923', 'UV-60091', 'UV-90332', 'UV-93595']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
6,Value-Based,27,RO,16,Enlist all the tags of class 27 symbols with RO as starting in their tags?,"['RO-10 213', 'RO-10 339', 'RO-10 455']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
6,Value-Based,14,CV,19,Give me a list of tags belonging to class 14 symbols that start with CV,"['CV-30487', 'CV-72994', 'CV-72793', 'CV-82391', 'CV-47862', 'CV-91132']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
6,Value-Based,2,CD,6,Give me the class 2 symbols' tags that begin with CD,"['CD-77464', 'CD-98796', 'CD-64169', 'CD-59140', 'CD-91643']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
6,Value-Based,15,DV,2,Provide list of all class 15 symbols tags which begins with DV,"['DV-16059', 'DV-75572']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
6,Value-Based,28,SDL,16,Enlist all the tags of class 28 symbols with SDL as starting in their tags?,"['SDL 717', 'SDL 973', 'SDL 179', 'SDL 238']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
6,Value-Based,12,WX,5,Enumerate tags for 12 symbols that starts with WX as prefix?,"['WX-18796', 'WX-29853', 'WX-44858', 'WX-25195', 'WX-20098', 'WX-51350']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
6,Value-Based,30,STA,5,Enumerate tags for 30 symbols that starts with STA as prefix?,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
6,Value-Based,23,INS,18,Can you list all the tags of class 23 symbols where tags start with INS?,['INS ( 12°C )'],"MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
6,Value-Based,7,MN,4,List all tag for symbols classified as 7 that have MN in the start,"['MN-46044', 'MN-80998', 'MN-55385', 'MN-15143', 'MN-35459']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
6,Value-Based,23,INS,4,List all tag for symbols classified as 23 that have INS in the start,['INS ( 12°C )'],"MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
6,Value-Based,27,RO,18,Can you list all the tags of class 27 symbols where tags start with RO?,"['RO-10 213', 'RO-10 339', 'RO-10 455']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
6,Value-Based,15,DV,8,What are the class 15 symbols with tags starting from DV?,"['DV-16059', 'DV-75572']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
6,Value-Based,29,DDL,9,"Given the start of tag DDL, find all the tags of class 29  that satisifies the condition","['DDL 618', 'DDL 823', 'DDL 495', 'DDL 218']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
6,Value-Based,1,AB,8,What are the class 1 symbols with tags starting from AB?,"['AB-64928', 'AB-46953', 'AB-06982']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
6,Value-Based,3,EF,13,Find all tags of 3 symbols that begin with EF,"['EF-89355', 'EF-53779', 'EF-31775']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
6,Value-Based,22,CS,10,Can you return a list of class 22 symbols tags beginning with CS?,"['CS-69', 'CS-11', 'CS-00', 'CS-40']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
6,Value-Based,26,GRI,8,What are the class 26 symbols with tags starting from GRI?,"['GRI 915', 'GRI 231']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRI 
RETURN s.tag"
6,Value-Based,9,QR,16,Enlist all the tags of class 9 symbols with QR as starting in their tags?,"['QR-86873', 'QR-89326', 'QR-32520']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
6,Value-Based,14,CV,14,Can you extract all tags from class 14 symbols having CV in the start?,"['CV-30487', 'CV-72994', 'CV-72793', 'CV-82391', 'CV-47862', 'CV-91132']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
6,Value-Based,10,ST,4,List all tag for symbols classified as 10 that have ST in the start,"['ST-55094', 'ST-02743', 'ST-93135', 'ST-80624', 'ST-60037', 'ST-29302']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
6,Value-Based,8,OP,17,Return all tags for symbols of class 8 with tags beginning with OP,"['OP-45678', 'OP-39973', 'OP-32901', 'OP-63973', 'OP-93379']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
6,Value-Based,5,IJ,13,Find all tags of 5 symbols that begin with IJ,"['IJ-98201', 'IJ-97791', 'IJ-19045', 'IJ-66160']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
6,Value-Based,9,QR,1,Can you give me a list of class 9 symbols' tags that starts with QR?,"['QR-86873', 'QR-89326', 'QR-32520']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
6,Value-Based,11,UV,19,Give me a list of tags belonging to class 11 symbols that start with UV,"['UV-69571', 'UV-02717', 'UV-55934', 'UV-68923', 'UV-60091', 'UV-90332', 'UV-93595']","MATCH (s:Symbol) 
WHERE s.class = 11 AND s.tag STARTS WITH UV 
RETURN s.tag"
6,Value-Based,26,GI,4,List all tag for symbols classified as 26 that have GI in the start,"['GI 293', 'GI 667', 'GI 192']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GI 
RETURN s.tag"
6,Value-Based,7,MN,5,Enumerate tags for 7 symbols that starts with MN as prefix?,"['MN-46044', 'MN-80998', 'MN-55385', 'MN-15143', 'MN-35459']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
6,Value-Based,9,QR,18,Can you list all the tags of class 9 symbols where tags start with QR?,"['QR-86873', 'QR-89326', 'QR-32520']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
6,Value-Based,16,RV,18,Can you list all the tags of class 16 symbols where tags start with RV?,"['RV-61281', 'RV-84498', 'RV-27437']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
6,Value-Based,22,CS,5,Enumerate tags for 22 symbols that starts with CS as prefix?,"['CS-69', 'CS-11', 'CS-00', 'CS-40']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
6,Value-Based,31,ZLO,4,List all tag for symbols classified as 31 that have ZLO in the start,['ZLO 103'],"MATCH (s:Symbol) 
WHERE s.class = 31 AND s.tag STARTS WITH ZLO 
RETURN s.tag"
7,Value-Based,6,KL,19,Give me a list of tags belonging to class 6 symbols that start with KL,"['KL-79352', 'KL-81978', 'KL-86438', 'KL-38488', 'KL-29674', 'KL-89153']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
