P&ID_number,Type,Symbol_Class,Q_id,Question,GT,Cypher
6,Count,28,3,How many symbols are there that belong to the 28 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
6,Count,29,11,What is the number of symbols in 29?,4,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
6,Count,30,1,Can you tell me how many symbols are there in the 30 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
6,Count,31,2,What is the quantity of symbols in class 31?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
6,Count,32,2,What is the quantity of symbols in class 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
7,Count,1,9,What's the total count of symbols from class 1?,0,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
7,Count,2,7,How many symbols are classified under 2?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
7,Count,3,12,How many 3?,2,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
7,Count,4,7,How many symbols are classified under 4?,3,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
7,Count,5,12,How many 5?,5,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
7,Count,6,9,What's the total count of symbols from class 6?,6,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
7,Count,7,3,How many symbols are there that belong to the 7 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
7,Count,8,9,What's the total count of symbols from class 8?,5,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
7,Count,9,19,How many symbols are there in the category of class 9?,1,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
7,Count,10,19,How many symbols are there in the category of class 10?,1,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
7,Count,11,4,Could you provide the count of symbols in class 11?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
7,Count,12,14,Can you provide the number of symbols in class 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
7,Count,13,17,Can you tell me the total number of symbols in the class 13?,2,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
7,Count,14,16,How many symbols fall under the category of class 14?,5,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
7,Count,15,11,What is the number of symbols in 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
7,Count,16,13,What is the count of 16?,3,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
7,Count,17,15,What's the count of symbols that are classified as 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
7,Count,18,16,How many symbols fall under the category of class 18?,3,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
7,Count,19,20,Can you provide the total count of symbols from class 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
7,Count,20,3,How many symbols are there that belong to the 20 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
7,Count,21,5,Can you count the symbols that are in class 21?,17,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
7,Count,22,9,What's the total count of symbols from class 22?,1,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
7,Count,23,7,How many symbols are classified under 23?,0,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
7,Count,24,1,Can you tell me how many symbols are there in the 24 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
7,Count,25,7,How many symbols are classified under 25?,4,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
7,Count,26,2,What is the quantity of symbols in class 26?,3,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
7,Count,27,10,How many symbols are categorized as 27?,2,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
7,Count,28,8,Can you enumerate the symbols of class 28?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
7,Count,29,5,Can you count the symbols that are in class 29?,4,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
7,Count,30,3,How many symbols are there that belong to the 30 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
7,Count,31,19,How many symbols are there in the category of class 31?,3,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
7,Count,32,14,Can you provide the number of symbols in class 32?,2,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
8,Count,1,8,Can you enumerate the symbols of class 1?,4,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
8,Count,2,16,How many symbols fall under the category of class 2?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
8,Count,3,1,Can you tell me how many symbols are there in the 3 class?,6,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
8,Count,4,9,What's the total count of symbols from class 4?,4,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
8,Count,5,3,How many symbols are there that belong to the 5 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
8,Count,6,19,How many symbols are there in the category of class 6?,3,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
8,Count,7,13,What is the count of 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
8,Count,8,18,How many 8 symbols are there?,1,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
8,Count,9,1,Can you tell me how many symbols are there in the 9 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
8,Count,10,5,Can you count the symbols that are in class 10?,7,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
8,Count,11,2,What is the quantity of symbols in class 11?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
8,Count,12,15,What's the count of symbols that are classified as 12?,1,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
8,Count,13,13,What is the count of 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
8,Count,14,7,How many symbols are classified under 14?,4,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
8,Count,15,11,What is the number of symbols in 15?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
8,Count,16,2,What is the quantity of symbols in class 16?,3,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
8,Count,17,7,How many symbols are classified under 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
8,Count,18,7,How many symbols are classified under 18?,1,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
8,Count,19,11,What is the number of symbols in 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
8,Count,20,20,Can you provide the total count of symbols from class 20?,5,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
8,Count,21,16,How many symbols fall under the category of class 21?,9,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
8,Count,22,4,Could you provide the count of symbols in class 22?,4,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
8,Count,23,9,What's the total count of symbols from class 23?,2,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
8,Count,24,8,Can you enumerate the symbols of class 24?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
8,Count,25,10,How many symbols are categorized as 25?,4,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
8,Count,26,4,Could you provide the count of symbols in class 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
8,Count,27,19,How many symbols are there in the category of class 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
8,Count,28,12,How many 28?,5,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
8,Count,29,8,Can you enumerate the symbols of class 29?,1,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
8,Count,30,19,How many symbols are there in the category of class 30?,1,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
8,Count,31,9,What's the total count of symbols from class 31?,6,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
8,Count,32,20,Can you provide the total count of symbols from class 32?,4,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
9,Count,1,9,What's the total count of symbols from class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
9,Count,2,11,What is the number of symbols in 2?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
9,Count,3,12,How many 3?,5,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
9,Count,4,10,How many symbols are categorized as 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
9,Count,5,2,What is the quantity of symbols in class 5?,2,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
9,Count,6,15,What's the count of symbols that are classified as 6?,4,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
9,Count,7,15,What's the count of symbols that are classified as 7?,4,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
9,Count,8,10,How many symbols are categorized as 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
9,Count,9,8,Can you enumerate the symbols of class 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
9,Count,10,15,What's the count of symbols that are classified as 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
9,Count,11,3,How many symbols are there that belong to the 11 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
9,Count,12,19,How many symbols are there in the category of class 12?,1,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
9,Count,13,5,Can you count the symbols that are in class 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
9,Count,14,1,Can you tell me how many symbols are there in the 14 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
9,Count,15,20,Can you provide the total count of symbols from class 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
9,Count,16,8,Can you enumerate the symbols of class 16?,1,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
9,Count,17,18,How many 17 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
9,Count,18,13,What is the count of 18?,4,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
9,Count,19,4,Could you provide the count of symbols in class 19?,3,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
9,Count,20,5,Can you count the symbols that are in class 20?,5,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
9,Count,21,4,Could you provide the count of symbols in class 21?,4,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
9,Count,22,2,What is the quantity of symbols in class 22?,5,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
9,Count,23,8,Can you enumerate the symbols of class 23?,3,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
9,Count,24,11,What is the number of symbols in 24?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
9,Count,25,1,Can you tell me how many symbols are there in the 25 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
9,Count,26,9,What's the total count of symbols from class 26?,4,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
9,Count,27,19,How many symbols are there in the category of class 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
9,Count,28,1,Can you tell me how many symbols are there in the 28 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
9,Count,29,9,What's the total count of symbols from class 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
9,Count,30,16,How many symbols fall under the category of class 30?,4,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
9,Count,31,20,Can you provide the total count of symbols from class 31?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
9,Count,32,7,How many symbols are classified under 32?,5,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
10,Count,1,12,How many 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
10,Count,2,15,What's the count of symbols that are classified as 2?,3,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
10,Count,3,20,Can you provide the total count of symbols from class 3?,2,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
10,Count,4,13,What is the count of 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
10,Count,5,8,Can you enumerate the symbols of class 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
10,Count,6,8,Can you enumerate the symbols of class 6?,4,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
10,Count,7,17,Can you tell me the total number of symbols in the class 7?,5,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
10,Count,8,16,How many symbols fall under the category of class 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
10,Count,9,16,How many symbols fall under the category of class 9?,5,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
10,Count,10,10,How many symbols are categorized as 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
10,Count,11,7,How many symbols are classified under 11?,2,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
10,Count,12,11,What is the number of symbols in 12?,7,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
10,Count,13,14,Can you provide the number of symbols in class 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
10,Count,14,2,What is the quantity of symbols in class 14?,2,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
10,Count,15,9,What's the total count of symbols from class 15?,5,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
10,Count,16,15,What's the count of symbols that are classified as 16?,1,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
10,Count,17,9,What's the total count of symbols from class 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
10,Count,18,5,Can you count the symbols that are in class 18?,3,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
10,Count,19,18,How many 19 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
10,Count,20,18,How many 20 symbols are there?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
10,Count,21,17,Can you tell me the total number of symbols in the class 21?,9,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
10,Count,22,8,Can you enumerate the symbols of class 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
10,Count,23,14,Can you provide the number of symbols in class 23?,4,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
10,Count,24,16,How many symbols fall under the category of class 24?,1,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
10,Count,25,2,What is the quantity of symbols in class 25?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
10,Count,26,15,What's the count of symbols that are classified as 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
10,Count,27,11,What is the number of symbols in 27?,3,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
10,Count,28,18,How many 28 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
10,Count,29,17,Can you tell me the total number of symbols in the class 29?,7,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
10,Count,30,12,How many 30?,4,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
10,Count,31,12,How many 31?,3,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
10,Count,32,16,How many symbols fall under the category of class 32?,1,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
11,Count,1,6,What's the number of symbols that fall under class 1?,4,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
11,Count,2,13,What is the count of 2?,4,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
11,Count,3,18,How many 3 symbols are there?,4,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
11,Count,4,14,Can you provide the number of symbols in class 4?,5,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
11,Count,5,13,What is the count of 5?,2,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
11,Count,6,5,Can you count the symbols that are in class 6?,0,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
11,Count,7,4,Could you provide the count of symbols in class 7?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
11,Count,8,11,What is the number of symbols in 8?,4,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
11,Count,9,20,Can you provide the total count of symbols from class 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
11,Count,10,11,What is the number of symbols in 10?,6,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
11,Count,11,15,What's the count of symbols that are classified as 11?,5,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
11,Count,12,10,How many symbols are categorized as 12?,2,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
11,Count,13,17,Can you tell me the total number of symbols in the class 13?,2,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
11,Count,14,20,Can you provide the total count of symbols from class 14?,3,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
11,Count,15,2,What is the quantity of symbols in class 15?,4,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
11,Count,16,3,How many symbols are there that belong to the 16 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
11,Count,17,17,Can you tell me the total number of symbols in the class 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
11,Count,18,3,How many symbols are there that belong to the 18 class?,6,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
11,Count,19,1,Can you tell me how many symbols are there in the 19 class?,5,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
11,Count,20,1,Can you tell me how many symbols are there in the 20 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
11,Count,21,4,Could you provide the count of symbols in class 21?,9,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
11,Count,22,2,What is the quantity of symbols in class 22?,1,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
11,Count,23,20,Can you provide the total count of symbols from class 23?,1,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
11,Count,24,15,What's the count of symbols that are classified as 24?,6,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
11,Count,25,1,Can you tell me how many symbols are there in the 25 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
11,Count,26,16,How many symbols fall under the category of class 26?,5,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
